Chromosome	Chr	Start	End	Gene_ID	NewGeneName	GeneName
Pf3D7_11_v3	11	365093	366100	PF3D7_1108400	casein_kinase_2,_alpha_subunit	casein_kinase_2,_alpha_subunit
Pf3D7_11_v3	11	367316	368823	PF3D7_1108500	succinyl-CoA_synthetase_alpha_subunit	succinyl-CoA_synthetase_alpha_subunit
Pf3D7_11_v3	11	369675	370706	PF3D7_1108600	endoplasmic_reticulum-resident_calcium_binding_protein	endoplasmic_reticulum-resident_calcium_binding_protein
Pf3D7_11_v3	11	373238	374860	PF3D7_1108700	heat_shock_protein_J2	heat_shock_protein_J2
Pf3D7_11_v3	11	377740	378396	PF3D7_1108800	CPP	CPP11.10
Pf3D7_11_v3	11	379247	380638	PF3D7_1108900	tetratricopeptide_repeat_protein	tetratricopeptide_repeat_protein
Pf3D7_11_v3	11	381154	381259	PF3D7_1109000	ncRNA	ncRNA
Pf3D7_11_v3	11	382569	387150	PF3D7_1109100	CPP	CPP11.11
Pf3D7_11_v3	11	387748	389620	PF3D7_1109200	CPP	CPP11.12
Pf3D7_11_v3	11	390441	390508	PF3D7_1109300	ncRNA	ncRNA.1
Pf3D7_11_v3	11	390644	393331	PF3D7_1109400	essential_nuclear_protein_1	essential_nuclear_protein_1
Pf3D7_11_v3	11	391061	391145	PF3D7_1109500	ncRNA	ncRNA.2
Pf3D7_11_v3	11	391758	391840	PF3D7_1109600	ncRNA	ncRNA.3
Pf3D7_11_v3	11	392510	392712	PF3D7_1109700	ncRNA	ncRNA.4
Pf3D7_11_v3	11	395252	395336	PF3D7_1109800	ncRNA	ncRNA.5
Pf3D7_11_v3	11	397124	397775	PF3D7_1109900	60S_rp_L36	60S_rp_L36
Pf3D7_11_v3	11	398659	399226	PF3D7_1110000	CPP	CPP11.13
Pf3D7_11_v3	11	400686	403238	PF3D7_1110100	CPP	CPP11.14
Pf3D7_11_v3	11	405495	409717	PF3D7_1110200	pre-mRNA-processing_factor_6	pre-mRNA-processing_factor_6
Pf3D7_11_v3	11	410202	411355	PF3D7_1110300	CPP	CPP11.15
Pf3D7_11_v3	11	414797	419556	PF3D7_1110400	RNA-binding_protein	RNA-binding_protein
Pf3D7_11_v3	11	422057	425418	PF3D7_1110500	VPSA35	VPSA35
Pf3D7_11_v3	11	425904	426864	PF3D7_1110600	mitochondrial_rp_L11_precursor	mitochondrial_rp_L11_precursor
Pf3D7_11_v3	11	428362	430047	PF3D7_1110700	actin-like_protein	actin-like_protein.1
Pf3D7_11_v3	11	430157	431476	PF3D7_1110800	CPP	CPP11.16
Pf3D7_11_v3	11	431906	433645	PF3D7_1110900	ES2_protein	ES2_protein
Pf3D7_11_v3	11	434802	436541	PF3D7_1111000	tRNA_m5C-methyltransferase	tRNA_m5C-methyltransferase
Pf3D7_11_v3	11	437171	438220	PF3D7_1111100	replication_factor_C_subunit_5	replication_factor_C_subunit_5
Pf3D7_11_v3	11	439698	441680	PF3D7_1111200	CP	CP11.1
Pf3D7_11_v3	11	442959	443828	PF3D7_1111300	protein_transport_protein_BOS1	protein_transport_protein_BOS1
Pf3D7_11_v3	11	445233	445799	PF3D7_1111400	CPP	CPP11.17
Pf3D7_11_v3	11	446020	446559	PF3D7_1111500	acylphosphatase	acylphosphatase
Pf3D7_11_v3	11	448912	451698	PF3D7_1111600	endonuclease/exonuclease/phosphatase_family_protein	endonuclease/exonuclease/phosphatase_family_protein
Pf3D7_11_v3	11	452459	454861	PF3D7_1111700	CPP	CPP11.18
Pf3D7_11_v3	11	455669	456994	PF3D7_1111800	peptidyl-prolyl_cis-trans_isomerase	peptidyl-prolyl_cis-trans_isomerase
Pf3D7_11_v3	11	457936	459197	PF3D7_1111900	Josephin	Josephin
Pf3D7_11_v3	11	459776	460620	PF3D7_1112000	CP	CP11.2
Pf3D7_11_v3	11	462290	469672	PF3D7_1112100	CPP	CPP11.19
Pf3D7_11_v3	11	470541	471608	PF3D7_1112200	ubiquinone_biosynthesis_protein_COQ4	ubiquinone_biosynthesis_protein_COQ4
Pf3D7_11_v3	11	471946	474674	PF3D7_1112300	CPP	CPP11.20
Pf3D7_11_v3	11	475880	476455	PF3D7_1112400	nucleic_acid_binding_protein	nucleic_acid_binding_protein.1
Pf3D7_11_v3	11	477484	478320	PF3D7_1112500	RNA_transcription,_translation_and_transport_factor_protein	RNA_transcription,_translation_and_transport_factor_protein
Pf3D7_11_v3	11	478823	480946	PF3D7_1112600	ATPase	ATPase
Pf3D7_11_v3	11	481851	485831	PF3D7_1112700	CPP	CPP11.21
Pf3D7_11_v3	11	486329	487666	PF3D7_1112800	CP	CP11.3
Pf3D7_11_v3	11	487822	490154	PF3D7_1112900	CPP	CPP11.22
Pf3D7_11_v3	11	492091	510738	PF3D7_1113000	CPP	CPP11.23
Pf3D7_11_v3	11	511105	511761	PF3D7_1113100	protein_tyrosine_phosphatase	protein_tyrosine_phosphatase
Pf3D7_11_v3	11	517311	517985	PF3D7_1113200	CPP	CPP11.24
Pf3D7_11_v3	11	519189	520220	PF3D7_1113300	UDP-galactose_transporter	UDP-galactose_transporter
Pf3D7_11_v3	11	521122	522824	PF3D7_1113400	ubiquitin_DSK2	ubiquitin_DSK2
Pf3D7_11_v3	11	524492	526588	PF3D7_1113500	GTP-binding_protein	GTP-binding_protein
Pf3D7_11_v3	11	527572	528702	PF3D7_1113600	CPP	CPP11.25
Pf3D7_11_v3	11	529493	530563	PF3D7_1113700	glyoxalase_I	glyoxalase_I
Pf3D7_11_v3	11	531177	533285	PF3D7_1113800	CPMP	CPMP11.1
Pf3D7_11_v3	11	534973	536499	PF3D7_1113900	mitogen-activated_protein_kinase_2	mitogen-activated_protein_kinase_2
Pf3D7_11_v3	11	537647	538297	PF3D7_1114000	dynein_light_chain_Tctex-type	dynein_light_chain_Tctex-type
Pf3D7_11_v3	11	539903	541387	PF3D7_1114100	ROM1	ROM1
Pf3D7_11_v3	11	542330	544765	PF3D7_1114200	GTPase-activating_protein	GTPase-activating_protein
Pf3D7_11_v3	11	546632	546979	PF3D7_1114300	ncRNA	ncRNA.6
Pf3D7_11_v3	11	547383	549296	PF3D7_1114400	RAP_protein	RAP_protein
Pf3D7_11_v3	11	549866	551152	PF3D7_1114500	CPP	CPP11.26
Pf3D7_11_v3	11	552259	553266	PF3D7_1114600	CPP	CPP11.27
Pf3D7_11_v3	11	555514	558668	PF3D7_1114700	serine/threonine_protein_kinase	serine/threonine_protein_kinase
Pf3D7_11_v3	11	558924	561032	PF3D7_1114800	glycerol-3-phosphate_dehydrogenase	glycerol-3-phosphate_dehydrogenase
Pf3D7_11_v3	11	562017	569459	PF3D7_1114900	CP	CP11.4
Pf3D7_11_v3	11	570017	570714	PF3D7_1115000	CP	CP11.5
Pf3D7_11_v3	11	571007	573306	PF3D7_1115100	CP	CP11.6
Pf3D7_11_v3	11	576773	580276	PF3D7_1115200	histone-lysine_N-methyltransferase_SET7	histone-lysine_N-methyltransferase_SET7
Pf3D7_11_v3	11	581250	582698	PF3D7_1115300	cysteine_proteinase_falcipain_2b	cysteine_proteinase_falcipain_2b
Pf3D7_11_v3	11	584328	585806	PF3D7_1115400	cysteine_proteinase_falcipain_3	cysteine_proteinase_falcipain_3
Pf3D7_11_v3	11	588169	589400	PF3D7_1115500	AP2_domain_transcription_factor	AP2_domain_transcription_factor.1
Pf3D7_11_v3	11	589707	590629	PF3D7_1115600	peptidyl-prolyl_cis-trans_isomerase	peptidyl-prolyl_cis-trans_isomerase.1
Pf3D7_11_v3	11	592130	593584	PF3D7_1115700	cysteine_proteinase_falcipain_2a	cysteine_proteinase_falcipain_2a
Pf3D7_11_v3	11	596289	597203	PF3D7_1115800	CPP	CPP11.28
Pf3D7_11_v3	11	600176	602215	PF3D7_1115900	palmitoyltransferase_DHHC9	palmitoyltransferase_DHHC9
Pf3D7_11_v3	11	602983	606918	PF3D7_1116000	rhoptry_neck_protein_4	rhoptry_neck_protein_4
Pf3D7_11_v3	11	607902	613394	PF3D7_1116100	serine_esterase	serine_esterase
Pf3D7_11_v3	11	615744	617186	PF3D7_1116200	PDX2	PDX2
Pf3D7_11_v3	11	618312	619778	PF3D7_1116300	peptidyl-prolyl_cis-trans_isomerase	peptidyl-prolyl_cis-trans_isomerase.2
Pf3D7_11_v3	11	619893	621350	PF3D7_1116400	guanine_nucleotide-exchange_factor_SEC12	guanine_nucleotide-exchange_factor_SEC12
Pf3D7_11_v3	11	624370	625737	PF3D7_1116500	folate_transporter_2	folate_transporter_2
Pf3D7_11_v3	11	626709	629432	PF3D7_1116600	dolichyl-diphosphooligosaccharide--protein_glycosyltransferase_subunit_STT3	dolichyl-diphosphooligosaccharide--protein_glycosyltransferase_subunit_STT3
Pf3D7_11_v3	11	630779	632881	PF3D7_1116700	dipeptidyl_aminopeptidase_1	dipeptidyl_aminopeptidase_1
Pf3D7_11_v3	11	636094	639511	PF3D7_1116800	heat_shock_protein_101	heat_shock_protein_101
Pf3D7_11_v3	11	644100	645537	PF3D7_1116900	CP	CP11.7
Pf3D7_11_v3	11	646922	651343	PF3D7_1117000	CPMP	CPMP11.2
Pf3D7_11_v3	11	652579	653976	PF3D7_1117100	UCTHUCH54	UCTHUCH54
Pf3D7_11_v3	11	654762	660420	PF3D7_1117200	CPP	CPP11.29
Pf3D7_11_v3	11	662000	662386	PF3D7_1117300	CP	CP11.8
Pf3D7_11_v3	11	664163	665356	PF3D7_1117400	CPP	CPP11.30
Pf3D7_11_v3	11	666037	667722	PF3D7_1117500	tyrosine--tRNA_ligase	tyrosine--tRNA_ligase
Pf3D7_11_v3	11	668368	669491	PF3D7_1117600	ICT1	ICT1
Pf3D7_11_v3	11	670711	671515	PF3D7_1117700	GTP-binding_nuclear_protein_RAN/TC4	GTP-binding_nuclear_protein_RAN/TC4
Pf3D7_11_v3	11	674299	677349	PF3D7_1117800	MLH	MLH
Pf3D7_11_v3	11	678752	683281	PF3D7_1117900	CPP	CPP11.31
Pf3D7_11_v3	11	683860	684616	PF3D7_1118000	CPP	CPP11.32
Pf3D7_11_v3	11	687235	687781	PF3D7_1118100	AP-1_complex_subunit_sigma	AP-1_complex_subunit_sigma
Pf3D7_11_v3	11	688766	691558	PF3D7_1118200	heat_shock_protein_90	heat_shock_protein_90
Pf3D7_11_v3	11	694655	699121	PF3D7_1118300	insulinase	insulinase
Pf3D7_11_v3	11	699869	700789	PF3D7_1118400	haloacid_dehalogenase-like_hydrolase	haloacid_dehalogenase-like_hydrolase
Pf3D7_11_v3	11	703175	704959	PF3D7_1118500	Nop56/Sik1-like_protein	Nop56/Sik1-like_protein
Pf3D7_11_v3	11	705556	707382	PF3D7_1118600	histone_acetyltransferase_MYST	histone_acetyltransferase_MYST
Pf3D7_11_v3	11	708526	712863	PF3D7_1118700	myosin_light_chain_B	myosin_light_chain_B
Pf3D7_11_v3	11	714117	716287	PF3D7_1118800	actin-related_protein_2/3_complex_subunit_1	actin-related_protein_2/3_complex_subunit_1
Pf3D7_11_v3	11	716795	718412	PF3D7_1118900	CP	CP11.9
Pf3D7_11_v3	11	718650	719765	PF3D7_1119000	acyl-CoA-binding_protein	acyl-CoA-binding_protein
Pf3D7_11_v3	11	720992	722273	PF3D7_1119100	tRNA_m(1G_methyltransferase	tRNA_m(1G_methyltransferase
Pf3D7_11_v3	11	722717	723289	PF3D7_1119200	CP	CP11.10
Pf3D7_11_v3	11	724855	725739	PF3D7_1119300	splicing_factor_U2AF_small_subunit	splicing_factor_U2AF_small_subunit
Pf3D7_11_v3	11	727896	734339	PF3D7_1119400	ubiquitin-protein_ligase	ubiquitin-protein_ligase
Pf3D7_11_v3	11	736069	737735	PF3D7_1119500	AP-4_complex_subunit_mu	AP-4_complex_subunit_mu
Pf3D7_11_v3	11	738513	741671	PF3D7_1119600	ATP-dependent_zinc_metalloprotease_FTSH	ATP-dependent_zinc_metalloprotease_FTSH
Pf3D7_11_v3	11	744874	745932	PF3D7_1119700	CPP	CPP11.33
Pf3D7_11_v3	11	746854	747456	PF3D7_1119800	alternative_splicing_factor_ASF-1	alternative_splicing_factor_ASF-1
Pf3D7_11_v3	11	749152	754401	PF3D7_1119900	protein_transport_protein_SEC16	protein_transport_protein_SEC16
Pf3D7_11_v3	11	756192	760435	PF3D7_1120000	CP	CP11.11
Pf3D7_11_v3	11	761695	762818	PF3D7_1120100	phosphoglycerate_mutase	phosphoglycerate_mutase
Pf3D7_11_v3	11	765033	765625	PF3D7_1120200	CPP	CPP11.34
Pf3D7_11_v3	11	766759	768460	PF3D7_1120300	CorA-like_Mg2+_transporter_protein	CorA-like_Mg2+_transporter_protein
Pf3D7_11_v3	11	769252	770600	PF3D7_1120400	alpha/beta_hydrolase_fold_domain_containing_protein	alpha/beta_hydrolase_fold_domain_containing_protein
Pf3D7_11_v3	11	772539	775042	PF3D7_1120500	tRNA_nucleotidyltransferase	tRNA_nucleotidyltransferase
Pf3D7_11_v3	11	775233	783639	PF3D7_1120600	DDRGK	DDRGK
Pf3D7_11_v3	11	784592	788350	PF3D7_1120700	CPP	CPP11.35
Pf3D7_11_v3	11	790011	790262	PF3D7_1120800	CPP	CPP11.36
Pf3D7_11_v3	11	790267	790608	PF3D7_1120900	heat_shock_factor-binding_protein_1	heat_shock_factor-binding_protein_1
Pf3D7_11_v3	11	792197	793945	PF3D7_1121000	palmitoyltransferase_DHHC3	palmitoyltransferase_DHHC3
Pf3D7_11_v3	11	794254	799561	PF3D7_1121100	CP	CP11.12
Pf3D7_11_v3	11	800781	801458	PF3D7_1121200	CP	CP11.13
Pf3D7_11_v3	11	801945	807081	PF3D7_1121300	tyrosine_kinase-like_protein	tyrosine_kinase-like_protein
Pf3D7_11_v3	11	810210	812290	PF3D7_1121400	WD_repeat-containing_protein	WD_repeat-containing_protein.1
Pf3D7_11_v3	11	812583	814130	PF3D7_1121500	CP	CP11.14
Pf3D7_11_v3	11	815386	816322	PF3D7_1121600	exported_protein_1	exported_protein_1
Pf3D7_11_v3	11	820073	822520	PF3D7_1121700	protein_GCN20	protein_GCN20
Pf3D7_11_v3	11	823239	829313	PF3D7_1121800	peptidase_M16	peptidase_M16
Pf3D7_11_v3	11	835889	837466	PF3D7_1121900	serine/threonine_protein_kinase	serine/threonine_protein_kinase.1
Pf3D7_11_v3	11	838380	840100	PF3D7_1122000	CP	CP11.15
Pf3D7_11_v3	11	840728	842450	PF3D7_1122100	GPI_transamidase_component_GPI16	GPI_transamidase_component_GPI16
Pf3D7_11_v3	11	842991	845547	PF3D7_1122200	JmjC	JmjC
Pf3D7_11_v3	11	846929	848014	PF3D7_1122300	CPP	CPP11.37
Pf3D7_11_v3	11	849335	852570	PF3D7_1122400	CPP	CPP11.38
Pf3D7_11_v3	11	853355	859225	PF3D7_1122500	CPP	CPP11.39
Pf3D7_11_v3	11	860134	868220	PF3D7_1122600	CPP	CPP11.40
Pf3D7_11_v3	11	868388	869152	PF3D7_1122700	CPP	CPP11.41
Pf3D7_11_v3	11	872031	877678	PF3D7_1122800	calcium-dependent_protein_kinase_6	calcium-dependent_protein_kinase_6
Pf3D7_11_v3	11	878969	895273	PF3D7_1122900	dynein_heavy_chain	dynein_heavy_chain
Pf3D7_11_v3	11	895967	903370	PF3D7_1123000	CPP	CPP11.42
Pf3D7_11_v3	11	909366	916324	PF3D7_1123100	calcium-dependent_protein_kinase_7	calcium-dependent_protein_kinase_7
Pf3D7_11_v3	11	918228	921069	PF3D7_1123200	leucine-rich_repeat_protein	leucine-rich_repeat_protein
Pf3D7_11_v3	11	921823	923892	PF3D7_1123300	RING_zinc_finger_protein	RING_zinc_finger_protein
Pf3D7_11_v3	11	925728	927524	PF3D7_1123400	translation_elongation_factor_EF-1,_subunit_alpha	translation_elongation_factor_EF-1,_subunit_alpha
Pf3D7_11_v3	11	929354	933364	PF3D7_1123500	golgi_protein_2	golgi_protein_2
Pf3D7_11_v3	11	936084	938222	PF3D7_1123600	RAP_protein	RAP_protein.1
Pf3D7_11_v3	11	938950	939612	PF3D7_1123700	mitochondrial_rp_L37	mitochondrial_rp_L37
Pf3D7_11_v3	11	940527	944333	PF3D7_1123800	structural_maintenance_of_chromosomes_protein_5	structural_maintenance_of_chromosomes_protein_5
Pf3D7_11_v3	11	945470	946148	PF3D7_1123900	13_kDa_ribonucleoprotein-associated_protein	13_kDa_ribonucleoprotein-associated_protein
Pf3D7_11_v3	11	948591	950707	PF3D7_1124000	endoplasmic_reticulum_oxidoreductin	endoplasmic_reticulum_oxidoreductin
Pf3D7_11_v3	11	951382	956343	PF3D7_1124100	BEACH	BEACH
Pf3D7_11_v3	11	957514	959199	PF3D7_1124200	thioredoxin-like_protein	thioredoxin-like_protein
Pf3D7_11_v3	11	962156	963958	PF3D7_1124300	CP	CP11.16
Pf3D7_11_v3	11	964675	965360	PF3D7_1124400	U6_snRNA-associated_Sm-like_protein_LSm1	U6_snRNA-associated_Sm-like_protein_LSm1
Pf3D7_11_v3	11	966980	968806	PF3D7_1124500	pyruvate_dehydrogenase_E1_component_subunit_alpha	pyruvate_dehydrogenase_E1_component_subunit_alpha
Pf3D7_11_v3	11	970105	971376	PF3D7_1124600	ethanolamine_kinase	ethanolamine_kinase
Pf3D7_11_v3	11	974493	975538	PF3D7_1124700	GrpE_protein_homolog,_mitochondrial	GrpE_protein_homolog,_mitochondrial
Pf3D7_11_v3	11	976880	977936	PF3D7_1124800	ribosome_biogenesis_regulatory_protein	ribosome_biogenesis_regulatory_protein
Pf3D7_11_v3	11	981945	983086	PF3D7_1124900	60S_rp_L35	60S_rp_L35
Pf3D7_11_v3	11	983951	985619	PF3D7_1125000	CP	CP11.17
Pf3D7_11_v3	11	986630	988120	PF3D7_1125100	ATP_synthase_F0_subunit_b-like_protein	ATP_synthase_F0_subunit_b-like_protein
Pf3D7_11_v3	11	989159	990301	PF3D7_1125200	CPP	CPP11.43
Pf3D7_11_v3	11	991863	996458	PF3D7_1125300	DNA-directed_RNA_polymerase	DNA-directed_RNA_polymerase
Pf3D7_11_v3	11	997923	999547	PF3D7_1125400	TIM44	TIM44
Pf3D7_11_v3	11	1001182	1001562	PF3D7_1125500	small_nuclear_ribonucleoprotein_Sm_D1	small_nuclear_ribonucleoprotein_Sm_D1
Pf3D7_11_v3	11	1003226	1003694	PF3D7_1125600	CP	CP11.18
Pf3D7_11_v3	11	1004780	1007354	PF3D7_1125700	kelch	kelch
Pf3D7_11_v3	11	1008409	1010853	PF3D7_1125800	kelch	kelch.1
Pf3D7_11_v3	11	1013466	1013747	PF3D7_1125900	XTBD	XTBD
Pf3D7_11_v3	11	1014334	1017375	PF3D7_1126000	threonine--tRNA_ligase	threonine--tRNA_ligase
Pf3D7_11_v3	11	1018366	1022495	PF3D7_1126100	autophagy-related_protein_7	autophagy-related_protein_7
Pf3D7_11_v3	11	1023790	1024496	PF3D7_1126200	40S_rp_S18	40S_rp_S18
Pf3D7_11_v3	11	1026976	1029544	PF3D7_1126300	DnaJ	DnaJ
Pf3D7_11_v3	11	1030679	1031481	PF3D7_1126400	MED821	MED821
Pf3D7_11_v3	11	1033062	1037168	PF3D7_1126500	WD_repeat-containing_protein	WD_repeat-containing_protein.2
Pf3D7_11_v3	11	1037643	1039691	PF3D7_1126600	steryl_ester_hydrolase	steryl_ester_hydrolase
Pf3D7_11_v3	11	1040790	1046087	PF3D7_1126700	autophagy-related_protein_23	autophagy-related_protein_23
Pf3D7_11_v3	11	1049921	1052665	PF3D7_1126800	RNA-binding_protein	RNA-binding_protein.1
Pf3D7_11_v3	11	1053642	1054333	PF3D7_1126900	small_nuclear_ribonucleoprotein_F	small_nuclear_ribonucleoprotein_F
Pf3D7_11_v3	11	1056198	1058054	PF3D7_1127000	protein_phosphatase	protein_phosphatase
Pf3D7_11_v3	11	1060262	1060783	PF3D7_1127100	deoxyuridine_5'-triphosphate_nucleotidohydrolase	deoxyuridine_5'-triphosphate_nucleotidohydrolase
Pf3D7_11_v3	11	1062718	1063072	PF3D7_1127200	CPP	CPP11.44
Pf3D7_11_v3	11	1063670	1064551	PF3D7_1127300	tRNA_(guanine-N(7--methyltransferase	tRNA_(guanine-N(7--methyltransferase
Pf3D7_11_v3	11	1065785	1066569	PF3D7_1127400	CPP	CPP11.45
Pf3D7_11_v3	11	1067197	1070219	PF3D7_1127500	protein_disulfide-isomerase	protein_disulfide-isomerase
Pf3D7_11_v3	11	1071752	1073813	PF3D7_1127600	hypothetical_protein	hypothetical_protein.2
Pf3D7_11_v3	11	1074626	1076405	PF3D7_1127700	CPP	CPP11.46
Pf3D7_11_v3	11	1077288	1081550	PF3D7_1127800	TFIIS_central	TFIIS_central
Pf3D7_11_v3	11	1083321	1085062	PF3D7_1127900	CPP	CPP11.47
Pf3D7_11_v3	11	1087314	1093105	PF3D7_1128000	CPP	CPP11.48
Pf3D7_11_v3	11	1094909	1095931	PF3D7_1128100	prefoldin_subunit_5	prefoldin_subunit_5
Pf3D7_11_v3	11	1097117	1097527	PF3D7_1128200	multiprotein-bridging_factor_1	multiprotein-bridging_factor_1
Pf3D7_11_v3	11	1098167	1103555	PF3D7_1128300	ATP-dependent_6-phosphofructokinase	ATP-dependent_6-phosphofructokinase
Pf3D7_11_v3	11	1104216	1106505	PF3D7_1128400	bifunctional_farnesyl/geranylgeranyl_diphosphate_synthase	bifunctional_farnesyl/geranylgeranyl_diphosphate_synthase
Pf3D7_11_v3	11	1107786	1109942	PF3D7_1128500	hypothetical_protein	hypothetical_protein.3
Pf3D7_11_v3	11	1110436	1112115	PF3D7_1128600	CCR4-NOT_transcription_complex_subunit_2	CCR4-NOT_transcription_complex_subunit_2
Pf3D7_11_v3	11	1113996	1115477	PF3D7_1128700	GPI-anchor_transamidase	GPI-anchor_transamidase
Pf3D7_11_v3	11	1118249	1120685	PF3D7_1128900	CP	CP11.19
Pf3D7_11_v3	11	1121930	1123377	PF3D7_1129000	spermidine_synthase	spermidine_synthase
Pf3D7_11_v3	11	1125952	1127310	PF3D7_1129100	parasitophorous_vacuolar_protein_1	parasitophorous_vacuolar_protein_1
Pf3D7_11_v3	11	1128774	1130813	PF3D7_1129200	RPN7	RPN7
Pf3D7_11_v3	11	1131294	1136834	PF3D7_1129300	CPP	CPP11.49
Pf3D7_11_v3	11	1138075	1139979	PF3D7_1129400	rRNA_(cytosine-C(5-methyltransferase	rRNA_(cytosine-C(5-methyltransferase
Pf3D7_11_v3	11	1141486	1143910	PF3D7_1129500	A/G-specific_adenine_glycosylase	A/G-specific_adenine_glycosylase
Pf3D7_11_v3	11	1144754	1148770	PF3D7_1129600	phosphatidylinositol-4-phosphate_5-kinase	phosphatidylinositol-4-phosphate_5-kinase
Pf3D7_11_v3	11	1149976	1150518	PF3D7_1129700	CPP	CPP11.50
Pf3D7_11_v3	11	1152379	1153227	PF3D7_1129800	CPP	CPP11.51
Pf3D7_11_v3	11	1153570	1154261	PF3D7_1129850	VAR	VAR.9
Pf3D7_11_v3	11	1156437	1158266	PF3D7_1129900	MFSRT	MFSRT
Pf3D7_11_v3	11	1159366	1162188	PF3D7_1130000	phosphoacetylglucosamine_mutase	phosphoacetylglucosamine_mutase
Pf3D7_11_v3	11	1163094	1163357	PF3D7_1130100	60S_rp_L38	60S_rp_L38
Pf3D7_11_v3	11	1165221	1166171	PF3D7_1130200	60S_rp_P0	60S_rp_P0
Pf3D7_11_v3	11	1166588	1166687	PF3D7_1130300	ncRNA	ncRNA.7
Pf3D7_11_v3	11	1166812	1166914	PF3D7_1130310	ncRNA	ncRNA.8
Pf3D7_11_v3	11	1168879	1170198	PF3D7_1130400	26S_protease_regulatory_subunit_6A	26S_protease_regulatory_subunit_6A
Pf3D7_11_v3	11	1171680	1175724	PF3D7_1130500	conserved_oligomeric_Golgi_complex_subunit_2	conserved_oligomeric_Golgi_complex_subunit_2
Pf3D7_11_v3	11	1176441	1179705	PF3D7_1130600	methyltransferase	methyltransferase
Pf3D7_11_v3	11	1180160	1185616	PF3D7_1130700	structural_maintenance_of_chromosomes_protein_1	structural_maintenance_of_chromosomes_protein_1
Pf3D7_11_v3	11	1187604	1189562	PF3D7_1130800	armadillo_repeat_protein_PF16	armadillo_repeat_protein_PF16
Pf3D7_11_v3	11	1190123	1194335	PF3D7_1130900	CPP	CPP11.52
Pf3D7_11_v3	11	1194524	1195036	PF3D7_1131000	RNA-binding_protein_s1	RNA-binding_protein_s1
Pf3D7_11_v3	11	1195988	1198309	PF3D7_1131100	SR	SR
Pf3D7_11_v3	11	1199253	1201805	PF3D7_1131200	CPP	CPP11.53
Pf3D7_11_v3	11	1201922	1203619	PF3D7_1131300	CPP	CPP11.54
Pf3D7_11_v3	11	1204297	1209587	PF3D7_1131400	CPP	CPP11.55
Pf3D7_11_v3	11	1210686	1211456	PF3D7_1131500	CPP	CPP11.56
Pf3D7_11_v3	11	1216521	1224812	PF3D7_1131600	kelch	kelch.2
Pf3D7_11_v3	11	1225688	1226474	PF3D7_1131700	CPP	CPP11.57
Pf3D7_11_v3	11	1227220	1231950	PF3D7_1131800	oxysterol-binding_protein	oxysterol-binding_protein
Pf3D7_11_v3	11	1234061	1236391	PF3D7_1131900	CPP	CPP11.58
Pf3D7_11_v3	11	1239900	1242548	PF3D7_1132000	ubiquitin-like_protein	ubiquitin-like_protein
Pf3D7_11_v3	11	1243226	1246618	PF3D7_1132100	RNA-binding_protein	RNAB2
Pf3D7_11_v3	11	1248310	1250232	PF3D7_1132200	alpha	alpha
Pf3D7_11_v3	11	1253073	1253894	PF3D7_1132300	nucleic_acid_binding_protein	nucleic_acid_binding_protein.2
Pf3D7_11_v3	11	1255286	1259671	PF3D7_1132400	CPMP	CPMP11.3
Pf3D7_11_v3	11	1261759	1266078	PF3D7_1132500	amino_acid_transporter	amino_acid_transporter
Pf3D7_11_v3	11	1266250	1267584	PF3D7_1132600	pre-mRNA-splicing_factor_38A	pre-mRNA-splicing_factor_38A
Pf3D7_11_v3	11	1268455	1269456	PF3D7_1132700	50S_rp_L2	50S_rp_L2
Pf3D7_11_v3	11	1271204	1271980	PF3D7_1132800	aquaglyceroporin	aquaglyceroporin
Pf3D7_11_v3	11	1273407	1274009	PF3D7_1132900	glycine_cleavage_system_H_protein	glycine_cleavage_system_H_protein
Pf3D7_11_v3	11	1275574	1275663	PF3D7_1133000	CPP	CPP11.59
Pf3D7_11_v3	11	1277346	1280637	PF3D7_1133100	CPP	CPP11.60
Pf3D7_11_v3	11	1281284	1287633	PF3D7_1133200	CPP	CPP11.61
Pf3D7_11_v3	11	1290501	1291601	PF3D7_1133300	LEM3/CDC50_family_protein	LEM3/CDC50_family_protein
Pf3D7_11_v3	11	1293856	1295724	PF3D7_1133400	AMA1	AMA1
Pf3D7_11_v3	11	1296801	1298199	PF3D7_1133500	CPP	CPP11.62
Pf3D7_11_v3	11	1298474	1300600	PF3D7_1133600	CPP	CPP11.63
Pf3D7_11_v3	11	1302173	1305987	PF3D7_1133700	FHA	FHA
Pf3D7_11_v3	11	1309024	1311793	PF3D7_1133800	RNA_(uracil-5-methyltransferase	RNA_(uracil-5-methyltransferase
Pf3D7_11_v3	11	1313257	1317173	PF3D7_1133900	CPP	CPP11.64
Pf3D7_11_v3	11	1320114	1322105	PF3D7_1134000	heat_shock_protein_70	heat_shock_protein_70
Pf3D7_11_v3	11	1323043	1324314	PF3D7_1134100	protein_disulfide_isomerase	protein_disulfide_isomerase
Pf3D7_11_v3	11	1326747	1332164	PF3D7_1134200	CPP	CPP11.65
Pf3D7_11_v3	11	1333536	1340219	PF3D7_1134300	CPP	CPP11.66
Pf3D7_11_v3	11	1340486	1341680	PF3D7_1134400	CP	CP11.20
Pf3D7_11_v3	11	1344303	1349763	PF3D7_1134500	alpha/beta_hydrolase	alpha/beta_hydrolase
Pf3D7_11_v3	11	1350621	1355789	PF3D7_1134600	zinc_finger_protein	zinc_finger_protein
